folder,com_news_amount,com_title_list,ceo_news_amount,ceo_title_list,alpha_news_amount,alpha_news_sentiment_mean,date_global_quote,open_price,high_price,low_price,closing_price,volume,date_federal_funds_rate,federal_funds_rate,date_currency_exchange_rate,currency_exchange_rate,date_cpi,cpi,date_inflation,inflation,date_unenployment,unemployment,date_eps,eps,date_gdp,gdp,date_retail_sales,retail_sales,market_capitalization,ebitda,pe_ratio,peg_ratio,book_value,dividend_per_share,dividend_yield,eps,revenue_per_share_ttm,profit_margin,operating_margin_ttm,return_on_assets_ttm,return_on_equity_ttm,revenue_ttm,gross_profit_ttm,diluted_eps_ttm,quarterly_earnings_growth_yoy,quarterly_revenue_growth_yoy,analyst_target_price,trailing_pe,forward_pe,price_to_sales_ratio_ttm,price_to_book_ratio,ev_to_revenue,ev_to_ebitda,beta,week_high_52,week_low_52,day_moving_average_50,day_moving_average_200,shares_outstanding,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
20240207,2,"['Meta to label AI-generated images from Google, OpenAI and Adobe', 'Meta is working on developing tools to identify images synthetically produced by generative AI systems at scale across its social media platforms, such as Facebook, Instagram, and Threads, the company said on Tuesday.\r\n“…we’ve been working with industry partn…', 'Safepoint’s Florida Startup, Manatee Insurance Exchange, Gets COA, Financial Ratings', 'Florida regulators have approved another reciprocal property insurance company and it has received ratings from two financial rating firms. Manatee Insurance Exchange, a spinoff from Tampa-based Safepoint Insurance Co., was granted a certificate of authority …']",0,0,4,0.19590599999999997,2024-02-07,613.2500,620.4200,610.1500,615.8500,2313824,2024-02-06,5.33,2024-02-08 10:11:01,148.81400000,2023-12-01,306.746,2022-01-01,8.00279982052121,2024-01-01,3.7,2023-11-30,16.07,2023-10-01,5769.95,2023-12-01,675361.0,274427281000,2162000000,51.28,2.26,36.3,0,0.0115,16.07,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.84,0.278,0.116,652.57,51.28,33.9,14.14,16.61,13.95,34.77,1.335,638.25,318.6,604.58,521.36,452000000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
20231214,4,"['Adobe had a bang-up 2023, but a tepid 2024 revenue forecast is dinging the stock', 'Adobe Inc.’s plunge into artificial intelligence has mostly paid big dividends this year, but a soft sales outlook punctured the company’s stock Wednesday. Compounding matters, Adobe aid it was being probed by the Federal Trade Commission about its subscripti…', 'Global Customer Experience Management Market Size To Exceed USD 65.95 Billion By 2032 | CAGR of 14.6%', 'The Global Customer Experience Management Market Size was valued at USD 16.85 Billion in 2022 and the Worldwide Customer Experience Management Market Size is expected to reach USD 65.95 Billion by 2032, according to a research report published by Spherical In…', 'Adobe: EPS up by nearly 19% in Q4', '(marketscreener.com) On Wednesday evening, Adobe reported adjusted EPS up 18.6% to $4.27 and adjusted operating profit up 15.8% to $2.34 billion for its fourth accounting quarter, on revenues up 12% to $5.05 billion.On the strength of adjusted EPS of $16.07 a…', 'Adobe’s stock falls on soft guidance and news of FTC investigation', 'Shares of Adobe Inc. were trading almost 5% lower in the after-hours session Wednesday after the company provided soft revenue guidance for its February quarter and fiscal 2024 year. The disappointing forecast came as Adobe said separately it may face signifi…']",6,"['Adobe: EPS up by nearly 19% in Q4', '(marketscreener.com) On Wednesday evening, Adobe reported adjusted EPS up 18.6% to $4.27 and adjusted operating profit up 15.8% to $2.34 billion for its fourth accounting quarter, on revenues up 12% to $5.05 billion.On the strength of adjusted EPS of $16.07 a…', 'FTC正调查Adobe软件订阅取消费用政策问题 可能开出巨额罚单', ""数字创意软件巨头 Adobe 可能面临美国监管机构的巨额罚款。美国联邦贸易委员会目前正在调查 Adobe\n基于订阅的软件套件的取消政策。消费者保护机构正在根据《恢复网上购物者信心法案》（Restore Online Shoppers'\nConfidence Act）对 Adobe 进行审查，该法案是 2023\n年通过的一项新法律，要求企业在消费者注册时明确说明订阅条款，包括任何取消费用。\r\n\n美国联邦贸易委员会最近还提起诉讼，指控亚马逊的政策违反了《恢复网上购物者信心法》。Adobe 在最近向投资者提交的一份 8…"", ""Adobe CEO defends Figma acquisition: 'We think it's an adjacency'"", 'Adobe CEO Shantanu Narayen told CNBC\'s Jim Cramer on Wednesday that his company\'s proposed acquisition of design software firm Figma would benefit customers, even as regulators are scrutinizing the deal on concern that it may hurt competition. ""We want to tak…', ""Adobe CEO defends Figma acquisition: 'We think it's an adjacency'"", ""In a Wednesday interview with CNBC's Jim Cramer, Adobe CEO Shantanu Narayen discussed his company's proposed acquisition of design software firm Figma"", 'FTC probes Adobe for cancellation fees', 'The Federal Trade Commission could force Adobe pay a fine for its notorious cancellation policies that can charge expensive pro-rated cancellation fees. Continue reading at TweakTown >', 'Adobe รายงานผลประกอบการ รายได้โตทำสถิติอีกไตรมาส มองการขึ้นราคาไม่กระทบมาก', 'Adobe รายงานผลประกอบการของไตรมาสที่ 4 ตามปีการเงินบริษัท 2023 สิ้นสุดวันที่ 1 ธันวาคม รายได้เติบโตทำสถิติใหม่อีกไตรมาสที่ 5,048 ล้านดอลลาร์ เพิ่มขึ้น 12% จากช่วงเดียวกันในปีก่อน มีกำไรสุทธิตามบัญชี GAAP 1,483 ล้านดอลลาร์\r\n\nShantanu Narayen ซีอีโอ Adobe ให้ควา…']",22,0.1504839090909091,2023-12-14,593.0000,593.1600,578.3000,584.6400,11173250,2023-12-13,5.33,2023-12-15 10:11:02,141.63600000,2023-11-01,307.051,2022-01-01,8.00279982052117,2023-11-01,3.7,2023-11-30,11.8,2023-07-01,5640.366,2023-11-01,625140.0,284225569000,1862000000,52.9,2.317,36.3,0,0.0115,11.8,42.47,0.28,0.345,0.146,0.355,19409000000,15441000000,11.8,0.278,0.116,626.17,52.9,34.72,14.64,18.02,14.85,37.47,1.335,633.89,318.6,572.71,478.27,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
20231108,3,"['Video Editing Software Market Growth to Hit 5.9% CAGR, Globally, by 2027 - Exclusive Report by The Insight Partners', 'The global video editing software market share worth $3.04 billion by 2027, at a growing CAGR of 5.9% from 2020 to 2027. The global video editing software market share worth $3.04 billion by 2027, at a growing CAGR of 5.9% from 2020 to 2027.', 'Demystifying The GenAI Marketscape: Shakers, Makers And Takers', 'GenAI has widespread use cases.', 'Postscript is gone, long live TrueType and OpenType', ""Postscript is all but gone, and today, newer font standards such as TrueType and OpenType rule the roost. Here's how we got from desktop PostScript in the early '80s to today.When the Mac first appeared in 1984 it radically changed the way print and type were…""]",1,"['The Future Of Work 50 2023', 'Forbes’ 2023 list of 50 leaders, executives, thinkers and teams rethinking the world of work at a time when everything—from the job market’s future to AI’s impact to a college degree’s value—feels more uncertain than ever.']",7,0.17967985714285714,2023-11-08,589.0000,595.6650,581.0700,585.3100,3079173,2023-11-07,5.33,2023-11-09 12:52:03,151.09400000,2023-09-01,307.789,2022-01-01,8.00279982052117,2023-10-01,3.9,2023-08-31,11.8,2023-07-01,5633.594,2023-09-01,592660.0,266441572000,1862000000,52.53,1.481,34.6,0,0.0115,11.8,41.11,0.271,0.347,0.144,0.34,18886001000,15441000000,11.14,0.26,0.103,569.7,52.53,22.22,8.89,10.99,9.13,22.68,1.324,595.67,318.6,537.79,448.09,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
20231231,2,"['Security Affairs newsletter Round 452 by Pierluigi Paganini – INTERNATIONAL EDITION', 'A new round of the weekly SecurityAffairs newsletter arrived! Every week the best security articles from Security Affairs are free for you in your email box. Enjoy a new round of the weekly SecurityAffairs newsletter, including the international press. INC RA…', 'Материнская плата Maxsun iCraft B760M WiFi формата microATX: модель топовой игровой серии производителя, основанная на бюджетном чипсете Intel B760', 'Материнская плата Maxsun iCraft B760M WiFi — интересный представитель топовой игровой серии iCraft, основанный при этом на бюджетном чипсете. На момент подготовки обзора стоимость платы составляла примерно 15 тысяч рублей. У нее 16 USB-портов, включая 7 USB 3…']",0,0,0,0.0,2023-12-29,596.0900,600.7500,592.9400,596.6000,1890231,2023-12-28,5.33,2024-01-01 10:11:01,141.02700000,2023-11-01,307.051,2022-01-01,8.00279982052121,2023-11-01,3.7,2023-11-30,97.45,2023-07-01,5642.697,2023-11-01,625140.0,271631974000,1862000000,50.52,2.218,36.3,0,0.0115,97.45,42.47,0.28,0.345,0.146,0.355,19409000000,15441000000,11.81,0.278,0.116,648.57,50.52,33.22,14.0,16.44,13.8,34.41,1.335,633.89,318.6,587.14,494.05,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
20231215,2,"['Adobe Inc. investors: Please contact the Portnoy Law Firm to recover your losses; December 19, 2023 deadline', 'Investors can contact the law firm at no cost to learn more about recovering their losses  LOS ANGELES, Dec.  14, 2023  (GLOBE NEWSWIRE) -- \u200bThe...', 'Taylor & Morgan Wealth Management LLC Has $650,000 Stock Holdings in Adobe Inc. (NASDAQ:ADBE)', 'Taylor & Morgan Wealth Management LLC trimmed its position in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 11.1% during the third quarter, according to its most recent disclosure with the Securities and Exchange Commission. The institutional investor o…']",0,0,6,0.104045,2023-12-15,580.6000,591.6600,578.2000,584.6800,8666491,2023-12-14,5.33,2023-12-16 10:11:03,142.16700000,2023-11-01,307.051,2022-01-01,8.00279982052117,2023-11-01,3.7,2023-11-30,16.07,2023-07-01,5640.366,2023-11-01,625140.0,283997078000,1862000000,49.46,2.317,36.3,0,0.0115,16.07,42.47,0.28,0.345,0.146,0.355,19409000000,15441000000,11.82,0.278,0.116,579.86,49.46,34.72,14.64,18.02,14.85,37.47,1.335,633.89,318.6,575.06,479.77,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
20231204,2,"['AWS finally gets serious about genAI', 'Love him or hate him, Duckbill Group chief economist and AWS snarkologist Corey Quinn is often right in his assessments of AWS product strategy—but not always.\r\nSometimes Quinn is completely wrong, like last week when\xa0he claimed “AWS is just a fundamentally u…', 'アドビ株式会社アドビ、「PDFファイルのアクセシビリティに関する調査」の結果を発表', '～ Webサイト運営者の約6割がPDFのアクセシビリティ機能を利用、約8割がAIなどの活用でアクセシビリティのさらなる向上に期待 ～【2023年12月4日】アドビ株式会社（本社：東京都品川区、社長：クレア ダーレイ、以下 アドビ）は本日、webサイトの運営に直接携わる会社員300名（従業員数300名以下の企業から150名、従業員...']",0,0,3,0.13376866666666667,2023-12-04,604.9100,608.2900,596.2100,604.5600,2541501,2023-12-01,5.33,2023-12-05 10:11:01,147.06800000,2023-10-01,307.671,2022-01-01,8.00279982052117,2023-10-01,3.9,2023-11-30,11.8,2023-07-01,5640.366,2023-10-01,608839.0,278912074000,1862000000,54.98,2.273,34.6,0,0.0115,11.8,41.11,0.271,0.347,0.144,0.34,18886001000,15441000000,11.14,0.26,0.103,616.54,54.98,34.13,14.77,17.67,14.58,36.79,1.335,628.6,318.6,558.49,468.9,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
20240213,1,"['Jump Financial LLC Invests $355,000 in Adobe Inc. (NASDAQ:ADBE)', 'Jump Financial LLC bought a new stake in Adobe Inc. (NASDAQ:ADBE – Free Report) during the third quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission. The institutional investor bought 697 shares of the s…']",0,0,1,0.183279,2024-02-13,596.7000,608.3900,590.0000,601.8900,2985238,2024-02-12,5.33,2024-02-14 10:11:01,150.63600000,2024-01-01,308.417,2022-01-01,8.00279982052121,2024-01-01,3.7,2023-11-30,16.07,2023-10-01,5769.95,2023-12-01,675361.0,276551696000,2162000000,51.81,2.278,36.3,None,None,16.07,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.81,0.278,0.116,652.57,51.81,34.13,14.25,16.75,14.06,35.06,1.335,638.25,318.6,604.15,527.41,452000000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
20231221,3,"['NETFLIX COM INC : DZ Bank gives a Neutral rating', ""(marketscreener.com) DZ Bank's analyst Markus Leistner is no longer positive. The broker's recommendation changes from Buy to Neutral.https://www.marketscreener.com/quote/stock/NETFLIX-INC-44292425/news/NETFLIX-COM-INC-DZ-Bank-gives-a-Neutral-rating-45615706/…"", 'LOCUS ROBOTICS PICKS RECORD-BREAKING 331 MILLION UNITS DURING 2023 PEAK HOLIDAY SHOPPING PERIOD', 'LOCUS ROBOTICS PICKS RECORD-BREAKING 331 MILLION UNITS DURING 2023 PEAK HOLIDAY SHOPPING PERIOD           PR Newswire           Leader in Warehouse Automation Delivered a 66% Increase over last year, averaging nearly 7 million Units Picked per Day&#xA0...', '[Removed]', '[Removed]']",0,0,6,0.2336015,2023-12-21,603.0000,607.4006,594.8200,600.1400,3192763,2023-12-20,5.33,2023-12-22 10:11:01,142.10000000,2023-11-01,307.051,2022-01-01,8.00279982052121,2023-11-01,3.7,2023-11-30,16.07,2023-07-01,5642.697,2023-11-01,625140.0,271386116000,1862000000,50.51,2.211,36.3,0,0.0115,16.07,42.47,0.28,0.345,0.146,0.355,19409000000,15441000000,11.8,0.278,0.116,647.68,50.51,33.22,13.98,16.43,13.79,34.38,1.335,633.89,318.6,580.7,484.89,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
20240211,0,0,0,0,0,0.0,2024-02-09,616.0000,628.0700,615.8050,627.2100,2091353,2024-02-08,5.33,2024-02-12 10:11:02,149.12400000,2023-12-01,306.746,2022-01-01,8.00279982052121,2024-01-01,3.7,2023-11-30,16.07,2023-10-01,5769.95,2023-12-01,675361.0,283498938000,2162000000,53.2,2.335,36.3,None,None,16.07,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.79,0.278,0.116,652.57,53.2,34.97,14.61,17.16,14.41,35.94,1.335,638.25,318.6,604.26,526.16,452000000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
20231127,6,"[""Price-sensitive US shoppers nab early 'Cyber Monday' deals"", ""(marketscreener.com) As the year's biggest U.S. online\nshopping day got underway on Monday, discount-seekers used their\nphones and laptops to snap up electronics, clothing, toys,\njewelry, appliances and even personal care products.\n Heavy online traffic and t…"", 'Adobe称黑五购物者在美国网购支出创下纪录', 'Adobe\nAnalytics报告称，黑色星期五购物者在美国的网购支出达到创纪录的98亿美元，这对于面临假日季销售预测低迷的零售商来说是一个积极信号。对电子产品、智能手表、电视和音响设备的需求推动当日网上销售同比增长7.5%。消费者依靠先买后付的选择扩大了他们的预算，与感恩节前一周相比增长了72%。\r\n\n这一增长标志着消费较去年假日季回升，当时高通胀打击了消费者的购买力，零售商通过大幅打折摆脱臃肿的库存。今年，假日购物是美国消费者韧性的风向标，因为疫情时期储蓄减少，利率仍处于逾20年高位。周五，俄亥俄州哥伦布Po…', 'ADOBE ALERT: Bragar Eagel & Squire, P.C. Reminds Investors that a Class Action Lawsuit Has Been Filed Against Adobe Inc. and Encourages Investors to Contact the Firm', 'NEW YORK, Nov. 26, 2023 (GLOBE NEWSWIRE) -- Bragar Eagel & Squire, P.C., a nationally recognized stockholder rights law firm, reminds investors that a class action lawsuit has been filed against Adobe Inc. (“Adobe” or the “Company”) (NASDAQ: ADBE) in the Unit…', '株式会社グローバルインフォメーションマルチチャネル分析の世界市場', '株式会社グローバルインフォメーション（所在地：神奈川県川崎市、代表者：樋口 荘祐、証券コード：東証スタンダード 4171）は、市場調査レポート「マルチチャネル分析の世界市場」（Global Industry Analysts, Inc.）の販売を11月24日より開始いたしました。', '株式会社グローバルインフォメーションコンテクスト広告の世界市場', '株式会社グローバルインフォメーション（所在地：神奈川県川崎市、代表者：樋口 荘祐、証券コード：東証スタンダード 4171）は、市場調査レポート「コンテクスト広告の世界市場」（Global Industry Analysts, Inc.）の販売を11月24日より開始いたしました。', 'Black Friday shoppers set online spending record, Adobe says', 'Black Friday shoppers spent a record US$9.8bil (RM45.90bil) online in the US, Adobe Analytics reported, offering a positive sign for retailers facing lacklustre sales forecasts for the holiday season. Read full story']",0,0,10,0.231163,2023-11-27,618.8000,625.8341,614.5700,619.2700,1854409,2023-11-24,5.33,2023-11-28 10:11:01,148.53400000,2023-10-01,307.671,2022-01-01,8.00279982052117,2023-10-01,3.9,2023-08-31,11.8,2023-07-01,5633.594,2023-10-01,608839.0,282026476000,1862000000,55.55,1.481,34.6,0,0.0115,11.8,41.11,0.271,0.347,0.144,0.34,18886001000,15441000000,11.15,0.26,0.103,565.31,55.55,22.22,8.89,10.99,9.13,22.68,1.324,625.83,318.6,549.88,462.86,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
20240217,2,"['アユダンテ株式会社【弁護士とプロが解説】ポストCookie時代のコンバージョン計測と法務 ～ ファーストパーティデータ活用術 ～', '2024年3月7日(木)14:00～15:30\u3000無料オンラインウェビナー開催[画像1: https://prcdn.freetls.fastly.net/release_image/3047/125/3047-125-527533e4831acc756958321b4e9b3b32-720x377.png?width=536&quality=85%2C75&format=jpeg&auto=webp&fit=bounds&bg-color=fff ]2024年3月7日(木)14時より、「...', 'OpenAI, Amazon, Google Sign Pact To Fight AI Abuse In 2024 Elections', 'OpenAI, Amazon.com Inc., Google and 17 other major players in artificial intelligence technology have formed a consortium to try to prevent AI from being used to deceive voters in upcoming global elections.']",0,0,1,0.181379,2024-02-16,589.9000,590.1383,546.3700,546.6600,10328353,2024-02-15,5.33,2024-02-18 10:11:01,150.17300000,2024-01-01,308.417,2022-01-01,8.00279982052121,2024-01-01,3.7,2023-11-30,16.07,2023-10-01,5769.95,2024-01-01,554784.0,247090315000,2162000000,46.29,2.036,36.3,None,None,16.07,42.46,0.28,0.345,0.146,0.355,19409000000,15441000000,11.81,0.278,0.116,652.57,46.29,30.58,12.73,14.96,12.54,31.26,1.335,638.25,318.6,603.53,530.78,452000000,2023-12-01,USD,29779000000,11084000000,7141000000,7842000000,None,2224000000,20205000000,2030000000,1731000000,14981000000,2176000000,12805000000,701000000,None,701000000,1018000000,1223000000,13261000000,8251000000,314000000,11900000000,0,73000000,1376000000,446000000,3634000000,None,None,3634000000,2027000000,376000000,16518000000,28129000000,33346000000,0,455000000,2023-12-01,USD,4414000000,5048000000,634000000,49000000,1743000000,1740000000,889000000,2671000000,None,-28000000,None,28000000,None,89000000,None,326000000,1808000000,325000000,28000000,1483000000,1483000000,1836000000,2162000000,1483000000
20240108,7,"['Abercrombie & Fitch and Lululemon Raise Guidance After Holiday\xa0Gains', 'Both retailers boosted their fourth-quarter outlooks ahead of the ICR Conference, which kicked off Monday in Orlando, Fla.', 'Catalyst Financial Partners LLC Grows Stock Holdings in Adobe Inc. (NASDAQ:ADBE)', 'Catalyst Financial Partners LLC increased its stake in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 27.2% during the third quarter, according to the company in its most recent disclosure with the Securities & Exchange Commission. The fund owned 1,609 s…', 'Nvidia lança novos chips e reivindica liderança na corrida de PCs de IA', 'A nova GeForce RTX 4080 SUPER está programado para ser vendido em 31 de janeiro por US$ 999', 'Advisor Partners II LLC Buys 1,007 Shares of Adobe Inc. (NASDAQ:ADBE)', 'Advisor Partners II LLC boosted its stake in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 4.2% during the third quarter, according to the company in its most recent filing with the Securities and Exchange Commission (SEC). The firm owned 24,856 shares …', 'River Street Advisors LLC Sells 31 Shares of Adobe Inc. (NASDAQ:ADBE)', 'River Street Advisors LLC lessened its stake in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 3.2% in the 3rd quarter, according to its most recent 13F filing with the Securities & Exchange Commission. The fund owned 926 shares of the software company’s…', 'SH2 domain protein E and ABL signaling regulate blood vessel size', 'Author summary Blood vessels in different vascular beds vary in their size. Formation of the proper vessel size is critical for vascular function. However, mechanisms regulating blood vessel size are not well understood. Here we identified a gene of unknown f…', 'Advances in Mind-Decoding Technologies Raise Hopes (and Worries)', 'Devices that connect brains to computers are increasingly sophisticated. Can the nascent neurorights\xa0movement keep pace?']",3,"['Catalyst Financial Partners LLC Grows Stock Holdings in Adobe Inc. (NASDAQ:ADBE)', 'Catalyst Financial Partners LLC increased its stake in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 27.2% during the third quarter, according to the company in its most recent disclosure with the Securities & Exchange Commission. The fund owned 1,609 s…', 'Advisor Partners II LLC Buys 1,007 Shares of Adobe Inc. (NASDAQ:ADBE)', 'Advisor Partners II LLC boosted its stake in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 4.2% during the third quarter, according to the company in its most recent filing with the Securities and Exchange Commission (SEC). The firm owned 24,856 shares …', 'River Street Advisors LLC Sells 31 Shares of Adobe Inc. (NASDAQ:ADBE)', 'River Street Advisors LLC lessened its stake in shares of Adobe Inc. (NASDAQ:ADBE – Free Report) by 3.2% in the 3rd quarter, according to its most recent 13F filing with the Securities & Exchange Commission. The fund owned 926 shares of the software company’s…']",3,0.21888866666666665,2024-01-08,567.8700,581.5100,567.8700,580.5500,2829955,2024-01-05,5.33,2024-01-09 20:00:01,144.54600000,2023-11-01,307.051,2022-01-01,8.00279982052121,2023-12-01,3.7,2023-11-30,16.07,2023-07-01,5642.697,2023-11-01,625140.0,264324415000,1862000000,49.03,2.159,36.3,0,0.0115,16.07,42.47,0.28,0.345,0.146,0.355,19409000000,15441000000,11.84,0.278,0.116,650.35,49.03,32.36,13.62,16.0,13.42,33.47,1.33,633.89,318.6,589.27,498.23,455300000,2023-09-01,USD,29090000000,10410000000,6601000000,7516000000,None,1850000000,19847000000,2036000000,None,15134000000,2334000000,12800000000,915000000,None,915000000,1043000000,1239000000,13314000000,8334000000,314000000,10963000000,0,74000000,1347000000,463000000,3633000000,None,None,3633000000,2571000000,352000000,15776000000,27146000000,32012000000,0,456000000,2023-09-01,USD,4310000000,4890000000,580000000,50000000,1697000000,1690000000,881000000,2613000000,None,-27000000,None,27000000,None,67000000,None,92000000,1743000000,340000000,27000000,1403000000,1415000000,1770000000,1862000000,1403000000
